date,wday,month,year,CASHBACK_STORE_1,type_Cultural,type_National,type_Religious,type_Sporting,is_weekend,item_id,cnt,sell_price
2011-05-18,5,5,2011,0,0,0,0,0,0,STORE_1_587,28,2.48
2011-05-18,5,5,2011,0,0,0,0,0,0,STORE_1_586,42,1.48
2011-05-18,5,5,2011,0,0,0,0,0,0,STORE_1_584,5,1.0
2011-05-18,5,5,2011,0,0,0,0,0,0,STORE_1_555,33,1.48
2011-05-18,5,5,2011,0,0,0,0,0,0,STORE_1_547,16,0.2
2011-05-18,5,5,2011,0,0,0,0,0,0,STORE_1_546,4,5.48
2011-05-18,5,5,2011,0,0,0,0,0,0,STORE_1_252,16,1.48
2011-05-18,5,5,2011,0,0,0,0,0,0,STORE_1_064,1,2.54
2011-05-18,5,5,2011,0,0,0,0,0,0,STORE_1_065,0,2.94
2011-05-18,5,5,2011,0,0,0,0,0,0,STORE_1_339,0,0.88
2011-05-18,5,5,2011,0,0,0,0,0,0,STORE_1_376,1,1.98
2011-05-18,5,5,2011,0,0,0,0,0,0,STORE_1_090,0,1.25
2011-05-18,5,5,2011,0,0,0,0,0,0,STORE_1_325,0,
2011-05-19,6,5,2011,0,0,0,0,0,0,STORE_1_727,0,2.98
2011-05-19,6,5,2011,0,0,0,0,0,0,STORE_1_714,40,1.48
2011-05-19,6,5,2011,0,0,0,0,0,0,STORE_1_587,26,2.48
2011-05-19,6,5,2011,0,0,0,0,0,0,STORE_1_586,46,1.48
2011-05-19,6,5,2011,0,0,0,0,0,0,STORE_1_584,5,1.0
2011-05-19,6,5,2011,0,0,0,0,0,0,STORE_1_547,10,0.2
2011-05-19,6,5,2011,0,0,0,0,0,0,STORE_1_555,35,1.48
2011-05-19,6,5,2011,0,0,0,0,0,0,STORE_1_252,21,1.48
2011-05-19,6,5,2011,0,0,0,0,0,0,STORE_1_090,0,1.25
2011-05-19,6,5,2011,0,0,0,0,0,0,STORE_1_376,2,1.98
2011-05-19,6,5,2011,0,0,0,0,0,0,STORE_1_325,0,
2011-05-19,6,5,2011,0,0,0,0,0,0,STORE_1_065,0,2.94
2011-05-19,6,5,2011,0,0,0,0,0,0,STORE_1_064,0,2.54
2011-05-19,6,5,2011,0,0,0,0,0,0,STORE_1_339,0,0.88
2011-05-19,6,5,2011,0,0,0,0,0,0,STORE_1_546,5,5.48
2011-05-20,7,5,2011,0,0,0,0,0,0,STORE_1_547,9,0.2
2011-05-20,7,5,2011,0,0,0,0,0,0,STORE_1_727,0,2.98
2011-05-20,7,5,2011,0,0,0,0,0,0,STORE_1_714,39,1.48
2011-05-20,7,5,2011,0,0,0,0,0,0,STORE_1_587,29,2.48
2011-05-20,7,5,2011,0,0,0,0,0,0,STORE_1_586,69,1.48
2011-05-20,7,5,2011,0,0,0,0,0,0,STORE_1_584,2,1.0
2011-05-20,7,5,2011,0,0,0,0,0,0,STORE_1_555,48,1.48
2011-05-20,7,5,2011,0,0,0,0,0,0,STORE_1_546,1,5.48
2011-05-20,7,5,2011,0,0,0,0,0,0,STORE_1_252,25,1.48
2011-05-20,7,5,2011,0,0,0,0,0,0,STORE_1_090,0,1.25
2011-05-20,7,5,2011,0,0,0,0,0,0,STORE_1_376,1,1.98
2011-05-20,7,5,2011,0,0,0,0,0,0,STORE_1_325,0,
2011-05-20,7,5,2011,0,0,0,0,0,0,STORE_1_065,0,2.94
2011-05-20,7,5,2011,0,0,0,0,0,0,STORE_1_064,1,2.54
2011-05-20,7,5,2011,0,0,0,0,0,0,STORE_1_339,0,0.88
2011-05-21,1,5,2011,0,0,0,0,0,1,STORE_1_727,0,2.98
2011-05-21,1,5,2011,0,0,0,0,0,1,STORE_1_714,29,1.48
2011-05-21,1,5,2011,0,0,0,0,0,1,STORE_1_587,36,2.48
2011-05-21,1,5,2011,0,0,0,0,0,1,STORE_1_586,64,1.48
2011-05-21,1,5,2011,0,0,0,0,0,1,STORE_1_584,5,1.0
2011-05-21,1,5,2011,0,0,0,0,0,1,STORE_1_555,52,1.48
2011-05-21,1,5,2011,0,0,0,0,0,1,STORE_1_547,6,0.2
2011-05-21,1,5,2011,0,0,0,0,0,1,STORE_1_546,3,5.48
2011-05-21,1,5,2011,0,0,0,0,0,1,STORE_1_252,48,1.48
2011-05-21,1,5,2011,0,0,0,0,0,1,STORE_1_090,0,1.25
2011-05-21,1,5,2011,0,0,0,0,0,1,STORE_1_376,2,1.98
2011-05-21,1,5,2011,0,0,0,0,0,1,STORE_1_325,0,
2011-05-21,1,5,2011,0,0,0,0,0,1,STORE_1_065,0,2.94
2011-05-21,1,5,2011,0,0,0,0,0,1,STORE_1_064,1,2.54
2011-05-21,1,5,2011,0,0,0,0,0,1,STORE_1_339,0,0.88
2011-05-22,2,5,2011,0,0,0,0,0,1,STORE_1_547,9,0.2
2011-05-22,2,5,2011,0,0,0,0,0,1,STORE_1_727,0,2.98
2011-05-22,2,5,2011,0,0,0,0,0,1,STORE_1_714,65,1.48
2011-05-22,2,5,2011,0,0,0,0,0,1,STORE_1_587,25,2.48
2011-05-22,2,5,2011,0,0,0,0,0,1,STORE_1_586,74,1.48
2011-05-22,2,5,2011,0,0,0,0,0,1,STORE_1_555,60,1.48
2011-05-22,2,5,2011,0,0,0,0,0,1,STORE_1_546,7,5.48
2011-05-22,2,5,2011,0,0,0,0,0,1,STORE_1_584,1,1.0
2011-05-22,2,5,2011,0,0,0,0,0,1,STORE_1_252,56,1.48
2011-05-22,2,5,2011,0,0,0,0,0,1,STORE_1_064,0,2.54
2011-05-22,2,5,2011,0,0,0,0,0,1,STORE_1_065,0,2.94
2011-05-22,2,5,2011,0,0,0,0,0,1,STORE_1_325,0,
2011-05-22,2,5,2011,0,0,0,0,0,1,STORE_1_339,0,0.88
2011-05-22,2,5,2011,0,0,0,0,0,1,STORE_1_090,0,1.25
2011-05-22,2,5,2011,0,0,0,0,0,1,STORE_1_376,3,1.98
2011-05-23,3,5,2011,0,0,0,0,0,0,STORE_1_555,37,1.48
2011-05-23,3,5,2011,0,0,0,0,0,0,STORE_1_727,0,2.98
2011-05-23,3,5,2011,0,0,0,0,0,0,STORE_1_714,39,1.48
2011-05-23,3,5,2011,0,0,0,0,0,0,STORE_1_587,28,2.48
2011-05-23,3,5,2011,0,0,0,0,0,0,STORE_1_586,51,1.48
2011-05-23,3,5,2011,0,0,0,0,0,0,STORE_1_584,5,1.0
2011-05-23,3,5,2011,0,0,0,0,0,0,STORE_1_547,10,0.2
2011-05-23,3,5,2011,0,0,0,0,0,0,STORE_1_546,4,5.48
2011-05-23,3,5,2011,0,0,0,0,0,0,STORE_1_339,0,0.88
2011-05-23,3,5,2011,0,0,0,0,0,0,STORE_1_252,24,1.48
2011-05-23,3,5,2011,0,0,0,0,0,0,STORE_1_090,0,1.25
2011-05-23,3,5,2011,0,0,0,0,0,0,STORE_1_376,1,1.98
2011-05-23,3,5,2011,0,0,0,0,0,0,STORE_1_325,0,
2011-05-23,3,5,2011,0,0,0,0,0,0,STORE_1_065,0,2.94
2011-05-23,3,5,2011,0,0,0,0,0,0,STORE_1_064,0,2.54
2011-05-24,4,5,2011,0,0,0,0,0,0,STORE_1_584,2,1.0
2011-05-24,4,5,2011,0,0,0,0,0,0,STORE_1_586,48,1.48
2011-05-24,4,5,2011,0,0,0,0,0,0,STORE_1_555,19,1.48
2011-05-24,4,5,2011,0,0,0,0,0,0,STORE_1_714,28,1.48
2011-05-24,4,5,2011,0,0,0,0,0,0,STORE_1_727,0,2.98
2011-05-24,4,5,2011,0,0,0,0,0,0,STORE_1_587,29,2.48
2011-05-24,4,5,2011,0,0,0,0,0,0,STORE_1_547,14,0.2
2011-05-24,4,5,2011,0,0,0,0,0,0,STORE_1_546,1,5.48
2011-05-24,4,5,2011,0,0,0,0,0,0,STORE_1_339,0,0.88
2011-05-24,4,5,2011,0,0,0,0,0,0,STORE_1_252,18,1.48
2011-05-24,4,5,2011,0,0,0,0,0,0,STORE_1_090,0,1.25
2011-05-24,4,5,2011,0,0,0,0,0,0,STORE_1_376,3,1.98
2011-05-24,4,5,2011,0,0,0,0,0,0,STORE_1_325,0,
2011-05-24,4,5,2011,0,0,0,0,0,0,STORE_1_065,0,2.94
2011-05-24,4,5,2011,0,0,0,0,0,0,STORE_1_064,0,2.54
2011-05-25,5,5,2011,0,0,0,0,0,0,STORE_1_727,0,2.98
2011-05-25,5,5,2011,0,0,0,0,0,0,STORE_1_714,24,1.48
2011-05-25,5,5,2011,0,0,0,0,0,0,STORE_1_587,18,2.48
2011-05-25,5,5,2011,0,0,0,0,0,0,STORE_1_586,26,1.48
2011-05-25,5,5,2011,0,0,0,0,0,0,STORE_1_584,3,1.0
2011-05-25,5,5,2011,0,0,0,0,0,0,STORE_1_555,16,1.48
2011-05-25,5,5,2011,0,0,0,0,0,0,STORE_1_547,8,0.2
2011-05-25,5,5,2011,0,0,0,0,0,0,STORE_1_090,0,1.25
2011-05-25,5,5,2011,0,0,0,0,0,0,STORE_1_339,0,0.88
2011-05-25,5,5,2011,0,0,0,0,0,0,STORE_1_252,11,1.48
2011-05-25,5,5,2011,0,0,0,0,0,0,STORE_1_376,1,1.98
2011-05-25,5,5,2011,0,0,0,0,0,0,STORE_1_325,0,
2011-05-25,5,5,2011,0,0,0,0,0,0,STORE_1_065,0,2.94
2011-05-25,5,5,2011,0,0,0,0,0,0,STORE_1_064,0,2.54
2011-05-25,5,5,2011,0,0,0,0,0,0,STORE_1_546,3,5.48
2011-05-26,6,5,2011,0,0,0,0,0,0,STORE_1_584,0,1.0
2011-05-26,6,5,2011,0,0,0,0,0,0,STORE_1_586,40,1.48
2011-05-26,6,5,2011,0,0,0,0,0,0,STORE_1_555,28,1.48
2011-05-26,6,5,2011,0,0,0,0,0,0,STORE_1_714,21,1.48
2011-05-26,6,5,2011,0,0,0,0,0,0,STORE_1_727,0,2.98
2011-05-26,6,5,2011,0,0,0,0,0,0,STORE_1_587,24,2.48
2011-05-26,6,5,2011,0,0,0,0,0,0,STORE_1_547,30,0.2
2011-05-26,6,5,2011,0,0,0,0,0,0,STORE_1_325,0,
2011-05-26,6,5,2011,0,0,0,0,0,0,STORE_1_339,0,0.88
2011-05-26,6,5,2011,0,0,0,0,0,0,STORE_1_252,20,1.48
2011-05-26,6,5,2011,0,0,0,0,0,0,STORE_1_090,0,1.25
2011-05-26,6,5,2011,0,0,0,0,0,0,STORE_1_376,1,1.98
2011-05-26,6,5,2011,0,0,0,0,0,0,STORE_1_546,2,5.48
2011-05-26,6,5,2011,0,0,0,0,0,0,STORE_1_065,0,2.94
2011-05-26,6,5,2011,0,0,0,0,0,0,STORE_1_064,0,2.54
2011-05-27,7,5,2011,0,0,0,0,0,0,STORE_1_714,40,1.48
2011-05-27,7,5,2011,0,0,0,0,0,0,STORE_1_587,15,2.48
2011-05-27,7,5,2011,0,0,0,0,0,0,STORE_1_586,45,1.48
2011-05-27,7,5,2011,0,0,0,0,0,0,STORE_1_584,5,1.0
2011-05-27,7,5,2011,0,0,0,0,0,0,STORE_1_555,40,1.48
2011-05-27,7,5,2011,0,0,0,0,0,0,STORE_1_547,24,0.2
2011-05-27,7,5,2011,0,0,0,0,0,0,STORE_1_546,3,5.48
2011-05-27,7,5,2011,0,0,0,0,0,0,STORE_1_727,0,2.98
2011-05-27,7,5,2011,0,0,0,0,0,0,STORE_1_252,38,1.48
2011-05-27,7,5,2011,0,0,0,0,0,0,STORE_1_090,0,1.25
2011-05-27,7,5,2011,0,0,0,0,0,0,STORE_1_376,0,1.98
2011-05-27,7,5,2011,0,0,0,0,0,0,STORE_1_325,0,
2011-05-27,7,5,2011,0,0,0,0,0,0,STORE_1_065,0,2.94
2011-05-27,7,5,2011,0,0,0,0,0,0,STORE_1_064,1,2.54
2011-05-27,7,5,2011,0,0,0,0,0,0,STORE_1_339,0,0.88
2011-05-28,1,5,2011,0,0,0,0,0,1,STORE_1_727,0,2.98
2011-05-28,1,5,2011,0,0,0,0,0,1,STORE_1_714,43,1.48
2011-05-28,1,5,2011,0,0,0,0,0,1,STORE_1_587,31,2.48
2011-05-28,1,5,2011,0,0,0,0,0,1,STORE_1_586,75,1.48
2011-05-28,1,5,2011,0,0,0,0,0,1,STORE_1_584,8,1.0
2011-05-28,1,5,2011,0,0,0,0,0,1,STORE_1_555,57,1.48
2011-05-28,1,5,2011,0,0,0,0,0,1,STORE_1_547,10,0.2
2011-05-28,1,5,2011,0,0,0,0,0,1,STORE_1_546,3,5.48
2011-05-28,1,5,2011,0,0,0,0,0,1,STORE_1_252,40,1.48
2011-05-28,1,5,2011,0,0,0,0,0,1,STORE_1_090,0,1.25
2011-05-28,1,5,2011,0,0,0,0,0,1,STORE_1_376,1,1.98
2011-05-28,1,5,2011,0,0,0,0,0,1,STORE_1_325,0,
2011-05-28,1,5,2011,0,0,0,0,0,1,STORE_1_065,0,2.94
2011-05-28,1,5,2011,0,0,0,0,0,1,STORE_1_064,1,2.54
2011-05-28,1,5,2011,0,0,0,0,0,1,STORE_1_339,0,0.88
2011-05-29,2,5,2011,0,0,0,0,0,1,STORE_1_547,6,0.2
2011-05-29,2,5,2011,0,0,0,0,0,1,STORE_1_727,0,2.98
2011-05-29,2,5,2011,0,0,0,0,0,1,STORE_1_714,34,1.48
2011-05-29,2,5,2011,0,0,0,0,0,1,STORE_1_587,17,2.48
2011-05-29,2,5,2011,0,0,0,0,0,1,STORE_1_586,71,1.48
2011-05-29,2,5,2011,0,0,0,0,0,1,STORE_1_584,6,1.0
2011-05-29,2,5,2011,0,0,0,0,0,1,STORE_1_546,3,5.48
2011-05-29,2,5,2011,0,0,0,0,0,1,STORE_1_555,39,1.48
2011-05-29,2,5,2011,0,0,0,0,0,1,STORE_1_252,30,1.48
2011-05-29,2,5,2011,0,0,0,0,0,1,STORE_1_090,0,1.25
2011-05-29,2,5,2011,0,0,0,0,0,1,STORE_1_376,0,1.98
2011-05-29,2,5,2011,0,0,0,0,0,1,STORE_1_325,0,
2011-05-29,2,5,2011,0,0,0,0,0,1,STORE_1_065,0,2.94
2011-05-29,2,5,2011,0,0,0,0,0,1,STORE_1_064,1,2.54
2011-05-29,2,5,2011,0,0,0,0,0,1,STORE_1_339,0,0.88
2011-05-30,3,5,2011,0,0,1,0,0,0,STORE_1_727,0,2.98
2011-05-30,3,5,2011,0,0,1,0,0,0,STORE_1_714,70,1.48
2011-05-30,3,5,2011,0,0,1,0,0,0,STORE_1_587,16,2.48
2011-05-30,3,5,2011,0,0,1,0,0,0,STORE_1_555,52,1.48
2011-05-30,3,5,2011,0,0,1,0,0,0,STORE_1_586,75,1.48
2011-05-30,3,5,2011,0,0,1,0,0,0,STORE_1_584,4,1.0
2011-05-30,3,5,2011,0,0,1,0,0,0,STORE_1_547,8,0.2
2011-05-30,3,5,2011,0,0,1,0,0,0,STORE_1_325,0,
2011-05-30,3,5,2011,0,0,1,0,0,0,STORE_1_339,0,0.88
2011-05-30,3,5,2011,0,0,1,0,0,0,STORE_1_064,1,2.54
2011-05-30,3,5,2011,0,0,1,0,0,0,STORE_1_065,0,2.94
2011-05-30,3,5,2011,0,0,1,0,0,0,STORE_1_546,5,5.48
2011-05-30,3,5,2011,0,0,1,0,0,0,STORE_1_090,0,1.25
2011-05-30,3,5,2011,0,0,1,0,0,0,STORE_1_252,50,1.48
2011-05-30,3,5,2011,0,0,1,0,0,0,STORE_1_376,1,1.98
2011-05-31,4,5,2011,0,0,0,0,1,0,STORE_1_714,40,1.48
2011-05-31,4,5,2011,0,0,0,0,1,0,STORE_1_587,23,2.48
2011-05-31,4,5,2011,0,0,0,0,1,0,STORE_1_586,48,1.48
2011-05-31,4,5,2011,0,0,0,0,1,0,STORE_1_584,2,1.0
2011-05-31,4,5,2011,0,0,0,0,1,0,STORE_1_555,35,1.48
2011-05-31,4,5,2011,0,0,0,0,1,0,STORE_1_547,13,0.2
2011-05-31,4,5,2011,0,0,0,0,1,0,STORE_1_546,3,5.48
2011-05-31,4,5,2011,0,0,0,0,1,0,STORE_1_727,0,2.98
2011-05-31,4,5,2011,0,0,0,0,1,0,STORE_1_252,32,1.48
2011-05-31,4,5,2011,0,0,0,0,1,0,STORE_1_090,0,1.25
2011-05-31,4,5,2011,0,0,0,0,1,0,STORE_1_376,6,1.98
2011-05-31,4,5,2011,0,0,0,0,1,0,STORE_1_325,0,
2011-05-31,4,5,2011,0,0,0,0,1,0,STORE_1_065,0,2.94
2011-05-31,4,5,2011,0,0,0,0,1,0,STORE_1_064,0,2.54
2011-05-31,4,5,2011,0,0,0,0,1,0,STORE_1_339,0,0.88
2011-06-01,5,6,2011,0,0,0,0,0,0,STORE_1_727,0,2.98
2011-06-01,5,6,2011,0,0,0,0,0,0,STORE_1_714,34,1.48
2011-06-01,5,6,2011,0,0,0,0,0,0,STORE_1_587,29,2.48
2011-06-01,5,6,2011,0,0,0,0,0,0,STORE_1_586,74,1.48
2011-06-01,5,6,2011,0,0,0,0,0,0,STORE_1_584,5,1.0
2011-06-01,5,6,2011,0,0,0,0,0,0,STORE_1_555,44,1.48
2011-06-01,5,6,2011,0,0,0,0,0,0,STORE_1_547,14,0.2
2011-06-01,5,6,2011,0,0,0,0,0,0,STORE_1_546,1,5.48
2011-06-01,5,6,2011,0,0,0,0,0,0,STORE_1_252,37,1.48
2011-06-01,5,6,2011,0,0,0,0,0,0,STORE_1_090,0,1.25
2011-06-01,5,6,2011,0,0,0,0,0,0,STORE_1_376,0,1.98
2011-06-01,5,6,2011,0,0,0,0,0,0,STORE_1_325,0,
2011-06-01,5,6,2011,0,0,0,0,0,0,STORE_1_064,0,2.54
2011-06-01,5,6,2011,0,0,0,0,0,0,STORE_1_339,0,0.88
2011-06-01,5,6,2011,0,0,0,0,0,0,STORE_1_065,0,2.94
2011-06-02,6,6,2011,1,0,0,0,0,0,STORE_1_727,0,2.98
2011-06-02,6,6,2011,1,0,0,0,0,0,STORE_1_547,30,0.2
2011-06-02,6,6,2011,1,0,0,0,0,0,STORE_1_714,24,1.48
2011-06-02,6,6,2011,1,0,0,0,0,0,STORE_1_587,25,2.48
2011-06-02,6,6,2011,1,0,0,0,0,0,STORE_1_586,53,1.48
2011-06-02,6,6,2011,1,0,0,0,0,0,STORE_1_584,6,1.0
2011-06-02,6,6,2011,1,0,0,0,0,0,STORE_1_555,30,1.48
2011-06-02,6,6,2011,1,0,0,0,0,0,STORE_1_546,8,5.48
2011-06-02,6,6,2011,1,0,0,0,0,0,STORE_1_252,18,1.48
2011-06-02,6,6,2011,1,0,0,0,0,0,STORE_1_090,0,1.25
2011-06-02,6,6,2011,1,0,0,0,0,0,STORE_1_376,4,1.98
2011-06-02,6,6,2011,1,0,0,0,0,0,STORE_1_325,0,
2011-06-02,6,6,2011,1,0,0,0,0,0,STORE_1_065,0,2.94
2011-06-02,6,6,2011,1,0,0,0,0,0,STORE_1_064,0,2.54
2011-06-02,6,6,2011,1,0,0,0,0,0,STORE_1_339,0,0.88
2011-06-03,7,6,2011,1,0,0,0,0,0,STORE_1_714,68,1.48
2011-06-03,7,6,2011,1,0,0,0,0,0,STORE_1_587,35,2.48
2011-06-03,7,6,2011,1,0,0,0,0,0,STORE_1_586,81,1.48
2011-06-03,7,6,2011,1,0,0,0,0,0,STORE_1_584,7,1.0
2011-06-03,7,6,2011,1,0,0,0,0,0,STORE_1_555,72,1.48
2011-06-03,7,6,2011,1,0,0,0,0,0,STORE_1_547,9,0.2
2011-06-03,7,6,2011,1,0,0,0,0,0,STORE_1_546,4,5.48
2011-06-03,7,6,2011,1,0,0,0,0,0,STORE_1_727,0,2.98
2011-06-03,7,6,2011,1,0,0,0,0,0,STORE_1_252,43,1.48
2011-06-03,7,6,2011,1,0,0,0,0,0,STORE_1_090,0,1.25
2011-06-03,7,6,2011,1,0,0,0,0,0,STORE_1_376,0,1.98
2011-06-03,7,6,2011,1,0,0,0,0,0,STORE_1_325,0,
2011-06-03,7,6,2011,1,0,0,0,0,0,STORE_1_065,0,2.94
2011-06-03,7,6,2011,1,0,0,0,0,0,STORE_1_064,2,2.54
2011-06-03,7,6,2011,1,0,0,0,0,0,STORE_1_339,0,0.88
2011-06-04,1,6,2011,0,0,0,0,0,1,STORE_1_727,0,2.98
2011-06-04,1,6,2011,0,0,0,0,0,1,STORE_1_714,81,1.48
2011-06-04,1,6,2011,0,0,0,0,0,1,STORE_1_587,32,2.48
2011-06-04,1,6,2011,0,0,0,0,0,1,STORE_1_586,81,1.48
2011-06-04,1,6,2011,0,0,0,0,0,1,STORE_1_584,1,1.0
2011-06-04,1,6,2011,0,0,0,0,0,1,STORE_1_555,57,1.48
2011-06-04,1,6,2011,0,0,0,0,0,1,STORE_1_547,5,0.2
2011-06-04,1,6,2011,0,0,0,0,0,1,STORE_1_546,3,5.48
2011-06-04,1,6,2011,0,0,0,0,0,1,STORE_1_252,75,1.48
2011-06-04,1,6,2011,0,0,0,0,0,1,STORE_1_090,0,1.25
2011-06-04,1,6,2011,0,0,0,0,0,1,STORE_1_376,2,1.98
2011-06-04,1,6,2011,0,0,0,0,0,1,STORE_1_325,0,
2011-06-04,1,6,2011,0,0,0,0,0,1,STORE_1_065,0,2.94
2011-06-04,1,6,2011,0,0,0,0,0,1,STORE_1_064,2,2.54
2011-06-04,1,6,2011,0,0,0,0,0,1,STORE_1_339,0,0.88
2011-06-05,2,6,2011,1,0,0,0,0,1,STORE_1_547,52,0.2
2011-06-05,2,6,2011,1,0,0,0,0,1,STORE_1_727,0,2.98
2011-06-05,2,6,2011,1,0,0,0,0,1,STORE_1_714,53,1.48
2011-06-05,2,6,2011,1,0,0,0,0,1,STORE_1_587,31,2.48
2011-06-05,2,6,2011,1,0,0,0,0,1,STORE_1_586,83,1.48
2011-06-05,2,6,2011,1,0,0,0,0,1,STORE_1_584,8,1.0
2011-06-05,2,6,2011,1,0,0,0,0,1,STORE_1_546,4,5.48
2011-06-05,2,6,2011,1,0,0,0,0,1,STORE_1_555,55,1.48
2011-06-05,2,6,2011,1,0,0,0,0,1,STORE_1_252,43,1.48
2011-06-05,2,6,2011,1,0,0,0,0,1,STORE_1_090,0,1.25
2011-06-05,2,6,2011,1,0,0,0,0,1,STORE_1_376,2,1.98
2011-06-05,2,6,2011,1,0,0,0,0,1,STORE_1_325,0,
2011-06-05,2,6,2011,1,0,0,0,0,1,STORE_1_065,0,2.94
2011-06-05,2,6,2011,1,0,0,0,0,1,STORE_1_064,3,2.54
2011-06-05,2,6,2011,1,0,0,0,0,1,STORE_1_339,0,0.88
2011-06-06,3,6,2011,1,0,0,0,0,0,STORE_1_727,0,2.98
2011-06-06,3,6,2011,1,0,0,0,0,0,STORE_1_714,34,1.48
2011-06-06,3,6,2011,1,0,0,0,0,0,STORE_1_587,35,2.48
2011-06-06,3,6,2011,1,0,0,0,0,0,STORE_1_555,42,1.48
2011-06-06,3,6,2011,1,0,0,0,0,0,STORE_1_586,48,1.48
2011-06-06,3,6,2011,1,0,0,0,0,0,STORE_1_584,6,1.0
2011-06-06,3,6,2011,1,0,0,0,0,0,STORE_1_547,43,0.2
2011-06-06,3,6,2011,1,0,0,0,0,0,STORE_1_325,0,
2011-06-06,3,6,2011,1,0,0,0,0,0,STORE_1_339,0,0.88
2011-06-06,3,6,2011,1,0,0,0,0,0,STORE_1_252,71,1.48
2011-06-06,3,6,2011,1,0,0,0,0,0,STORE_1_090,0,1.25
2011-06-06,3,6,2011,1,0,0,0,0,0,STORE_1_376,1,1.98
2011-06-06,3,6,2011,1,0,0,0,0,0,STORE_1_065,0,2.94
2011-06-06,3,6,2011,1,0,0,0,0,0,STORE_1_064,0,2.54
2011-06-06,3,6,2011,1,0,0,0,0,0,STORE_1_546,7,5.48
2011-06-07,4,6,2011,0,0,0,0,0,0,STORE_1_714,26,1.48
2011-06-07,4,6,2011,0,0,0,0,0,0,STORE_1_587,29,2.48
2011-06-07,4,6,2011,0,0,0,0,0,0,STORE_1_586,93,1.48
2011-06-07,4,6,2011,0,0,0,0,0,0,STORE_1_584,0,1.0
2011-06-07,4,6,2011,0,0,0,0,0,0,STORE_1_555,73,1.48
2011-06-07,4,6,2011,0,0,0,0,0,0,STORE_1_547,21,0.2
2011-06-07,4,6,2011,0,0,0,0,0,0,STORE_1_546,3,5.48
2011-06-07,4,6,2011,0,0,0,0,0,0,STORE_1_727,0,2.98
2011-06-07,4,6,2011,0,0,0,0,0,0,STORE_1_252,98,1.48
2011-06-07,4,6,2011,0,0,0,0,0,0,STORE_1_090,0,1.25
2011-06-07,4,6,2011,0,0,0,0,0,0,STORE_1_376,0,1.98
2011-06-07,4,6,2011,0,0,0,0,0,0,STORE_1_325,0,
2011-06-07,4,6,2011,0,0,0,0,0,0,STORE_1_065,0,2.94
2011-06-07,4,6,2011,0,0,0,0,0,0,STORE_1_064,2,2.54
2011-06-07,4,6,2011,0,0,0,0,0,0,STORE_1_339,0,0.88
2011-06-08,5,6,2011,1,0,0,0,0,0,STORE_1_727,0,2.98
2011-06-08,5,6,2011,1,0,0,0,0,0,STORE_1_714,66,1.48
2011-06-08,5,6,2011,1,0,0,0,0,0,STORE_1_587,31,2.48
2011-06-08,5,6,2011,1,0,0,0,0,0,STORE_1_586,58,1.48
2011-06-08,5,6,2011,1,0,0,0,0,0,STORE_1_584,0,1.0
2011-06-08,5,6,2011,1,0,0,0,0,0,STORE_1_555,47,1.48
2011-06-08,5,6,2011,1,0,0,0,0,0,STORE_1_547,11,0.2
2011-06-08,5,6,2011,1,0,0,0,0,0,STORE_1_546,2,5.48
2011-06-08,5,6,2011,1,0,0,0,0,0,STORE_1_252,50,1.48
2011-06-08,5,6,2011,1,0,0,0,0,0,STORE_1_090,0,1.25
2011-06-08,5,6,2011,1,0,0,0,0,0,STORE_1_376,4,1.98
2011-06-08,5,6,2011,1,0,0,0,0,0,STORE_1_325,0,
2011-06-08,5,6,2011,1,0,0,0,0,0,STORE_1_065,0,2.94
2011-06-08,5,6,2011,1,0,0,0,0,0,STORE_1_064,0,2.54
2011-06-08,5,6,2011,1,0,0,0,0,0,STORE_1_339,0,0.88
2011-06-09,6,6,2011,1,0,0,0,0,0,STORE_1_555,49,1.48
2011-06-09,6,6,2011,1,0,0,0,0,0,STORE_1_727,0,2.98
2011-06-09,6,6,2011,1,0,0,0,0,0,STORE_1_714,30,1.48
2011-06-09,6,6,2011,1,0,0,0,0,0,STORE_1_587,29,2.48
2011-06-09,6,6,2011,1,0,0,0,0,0,STORE_1_586,48,1.48
2011-06-09,6,6,2011,1,0,0,0,0,0,STORE_1_584,5,1.0
2011-06-09,6,6,2011,1,0,0,0,0,0,STORE_1_547,0,0.2
2011-06-09,6,6,2011,1,0,0,0,0,0,STORE_1_546,2,5.48
2011-06-09,6,6,2011,1,0,0,0,0,0,STORE_1_339,0,0.88
2011-06-09,6,6,2011,1,0,0,0,0,0,STORE_1_252,33,1.48
2011-06-09,6,6,2011,1,0,0,0,0,0,STORE_1_090,0,1.25
2011-06-09,6,6,2011,1,0,0,0,0,0,STORE_1_376,1,1.98
2011-06-09,6,6,2011,1,0,0,0,0,0,STORE_1_325,0,
2011-06-09,6,6,2011,1,0,0,0,0,0,STORE_1_065,0,2.94
2011-06-09,6,6,2011,1,0,0,0,0,0,STORE_1_064,0,2.54
2011-06-10,7,6,2011,0,0,0,0,0,0,STORE_1_714,34,1.48
2011-06-10,7,6,2011,0,0,0,0,0,0,STORE_1_587,30,2.48
2011-06-10,7,6,2011,0,0,0,0,0,0,STORE_1_586,50,1.48
2011-06-10,7,6,2011,0,0,0,0,0,0,STORE_1_584,6,1.0
2011-06-10,7,6,2011,0,0,0,0,0,0,STORE_1_555,36,1.48
2011-06-10,7,6,2011,0,0,0,0,0,0,STORE_1_547,0,0.2
2011-06-10,7,6,2011,0,0,0,0,0,0,STORE_1_546,2,5.48
